"name","sku","description","search_keywords","availability_description","price","retail_price","sale_price","calculated_price","is_visible","is_featured","inventory_level","inventory_warning_level","warranty","weight","width","height","depth","fixed_cost_shipping_price","is_free_shipping","inventory_tracking","brand_id","page_title","categories","condition","upc","custom_url","primary_image","availability","brand","cost_price","image_1","image_2","image_3","image_4","image_5","image_6"
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-YELLOW-M-4115B1B5","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-YELLOW-L-8AB88B0E","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-YELLOW-XL-8FF3896A","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-ORANGE-XS-CF056C05","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-ORANGE-S-529570D8","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-ORANGE-M-3F22596C","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-ORANGE-L-0788838E","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-ORANGE-XL-535B8B11","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-RED-XS-A8A3F40D","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-RED-S-85CA2D04","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-RED-M-63D43227","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-RED-L-5A0488FD","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-RED-XL-680DAEFF","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-PINK-XS-CD0AAB6B","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-PINK-S-6342672B","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-PINK-M-131E33DA","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-PINK-L-2F7F6E1F","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] G-STAR, grey tee shirt w/ black anchor print","GSGTSBAP-PINK-XL-5FF5E5CF","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","39.0000","0.0000","0.0000","39.0000",true,"","","","","0.5000","8.0000","6.0000","4.0000","0.0000",true,"none",26,"","Mens","New","","/sample-g-star-grey-tee-shirt-w-black-anchor-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2","available","G-Star","0.0000","http://cdn3.bigcommerce.com/s-5xk0g2/products/44/images/158/menstyle_iss_46_91707__28569.1426274995.1280.1280.jpg?c=2",,,,,
"[Sample] Insight, black tee with white print","IBTWP","<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>","","","29.0000","0.0000","0.0000","29.0000",true,"","","","","0.5000","9.0000","7.0000","3.0000","0.0000",true,"none","","","Mens","New","","/sample-insight-black-tee-with-white-print/","http://cdn3.bigcommerce.com/s-5xk0g2/products/45/images/159/menstyle_iss_46_91715__35728.1426274995.1280.1280.jpg?c=2","available","",,"http://cdn3.bigcommerce.com/s-5xk0g2/products/45/images/159/menstyle_iss_46_91715__35728.1426274995.1280.1280.jpg?c=2",,,,,
